Perimeter,Area,MinR,MaxR,Major_axis,Minor_axis,Orientation,Convex_hull_perimeter,Convex_hull_area,Aspect ratio,Circularity,Roundness,Area equivalent diameter,Perimeter equivalent diameter,Compactness,Solidity,Concavity,Convexity,Shape,Shape factor,R factor,Modification ratio,Sphericity,Bounding box area,Rectangularity,Eccentricity,Equiv_elipse_area,Max_feret,Min_feret,Elongation,HU1,HU2,HU3,HU4,HU5,HU6,HU7,FD1,FD2,FD3,FD4
"148,81","1257,5","14,14","29,03","59,54","28,2","172,91","142,48","1327,5","2,11","0,71","0,45","40,01","47,37","5,19","0,95",70,"0,96","17,61","0,53","0,76","0,48","0,49",1798,"0,7","0,41","5274,38","58,05","41,14","1,41","0,68","1,77","3,32","7,99","5,31","-8,03","4,13","5,85","1,02","0,9","20,61"
"166,51",1543,"17,89","26,41","47,91","44,14","162,01","152,37","1691,5","1,09","0,7","0,86","44,32",53,"6,4","0,91","148,5","0,92","17,97","0,94","1,01","0,75","0,68",2650,"0,58","0,83","6643,36","52,77","43,21","1,22","0,77","3,21","3,48","9,37","6,61","9,36","4,98","0,85","1,6","1,21","22,24"
"123,64","872,5","12,02","23,12","46,9","25,02","20,21","117,64","905,5","1,87","0,72","0,51","33,33","39,36","4,87","0,96",33,"0,95","17,52","0,68","0,8","0,51","0,52",1320,"0,66","0,59","3685,56","46,24","29,12","1,59","0,71","1,97","3,19","8,27","5,7","-8,09","4,28","3,83","0,56","3,34","16,24"
"142,37",1186,"14,42","27,06","52,69","29,25","154,17","135,77","1217,5","1,8","0,74","0,54","38,86","45,32","5,35","0,97","31,5","0,95","17,09","0,74","0,82","0,55","0,53",1850,"0,64","0,92","4842,55","54,13","30,35","1,78","0,72","2,02","3,12","-9,24","-5,99","8,13","4,38","4,51","1,56","0,76","19,87"
"123,74",950,13,"22,15","42,52","29,44","22,49","117,95","1006,5","1,44","0,78","0,67","34,78","39,39","5,33","0,94","56,5","0,95","16,12","0,8","0,88","0,61","0,59",1353,"0,7","0,19","3932,17","44,29","34,6","1,28","0,75","2,3","3,38","-8,99","-6,01","-9,21","4,82","2,79","1,1","0,45","17,56"
"127,98","1020,5","14,32","21,52","38,27","34,76","146,59","122,53",1073,"1,1","0,78","0,89","36,05","40,74","5,83","0,95","52,5","0,96","16,05","0,97","1,02","0,75","0,67",1482,"0,69","0,48","4179,19","42,54","36,27","1,17","0,76","3,15","2,95","8,67","6,41","9,25","4,79","1,16","2,05","0,45","18,14"
"169,68",1265,13,"25,17","48,93","39,55","48,26","142,04","1473,5","1,24","0,55","0,67","40,13","54,01","5,74","0,86","208,5","0,84","22,76","0,96","0,92","0,53","0,52",2115,"0,6","0,83","6079,04","49,68","39,88","1,25","0,71","2,48","2,75","7,47","5,35","7,09","3,79","2,66","2,69","4,48","19,04"
"180,61","2030,5","19,1","29,62","61,91","44,22","86,41","171,06","2164,5","1,4","0,78","0,67","50,85","57,49","6,46","0,94",134,"0,95","16,07","0,81","0,88","0,62","0,65",2726,"0,74","0,21","8600,03","59,24","45,34","1,31","0,76","2,55","3,33","-8,73","-6,02","-9,22","4,7","2,99","1,79","1,37","25,5"
"153,68",1345,"14,32","29,87","58,51","29,98","132,31","147,23","1393,5","1,95","0,72","0,5","41,38","48,92","5,41","0,97","48,5","0,96","17,56",1,"0,8","0,49","0,48",2304,"0,58","0,39","5510,05","59,67","30,62","1,95","0,69","1,81","3,71","8,79","5,66","-9,04","4,58","4,9","1,75","3,35","20,2"
"140,08",1078,"12,53","27,2","53,47","28,66","99,58","134,39","1143,5","1,87","0,69","0,48","37,05","44,59","5,07","0,94","65,5","0,96","18,2","0,51","0,8","0,47","0,46",1431,"0,75","0,54","4814,61","53,15","27,43","1,94","0,68","1,75","3,51","-9,04","-5,76","9,29","4,82","5,39","2,72","3,59","18,83"
"155,44","1554,5","17,2","28,97","56,82","35,94","153,06","149,69",1581,"1,58","0,81","0,61","44,49","49,48","5,9","0,98","26,5","0,96","15,54","0,76","0,84","0,61","0,59",2310,"0,67","0,08","6415,77","57,94",36,"1,61","0,75","2,23","3,58","9,18","6,35","-9,01","4,76","4,1","1,19","0,58","22,57"
"222,07","1619,5","14,32","30,96","57,7","39,08","33,02","161,69","1874,5","1,48","0,41","0,62","45,41","70,69","5,98","0,86",255,"0,73","30,45","0,84","0,89","0,5","0,46",2530,"0,64","0,17","7083,38","61,91","42,06","1,47","0,7","2,13","4,13","-10,08","-5,88","8,73","4,44","4,26","2,5","10,3","18,13"
"201,78","1524,5","14,56","27,29","57,08","36,14","90,59","153,98","1721,5","1,58","0,47","0,6","44,06","64,23","5,83","0,89",197,"0,76","26,71","0,7","0,86","0,51","0,53",2052,"0,74","0,1","6479,6","54,57","37,31","1,46","0,72","2,33","3,55","8,62","5,75","8,86","4,52","2,89","2,1","4,05","19,58"
"178,85",1983,"20,59","31,63","61,17","42,54","51,41","169,6",2066,"1,44","0,78","0,67","50,25","56,93","6,42","0,96",83,"0,95","16,13","0,98","0,88","0,67","0,65",2970,"0,67","0,32","8174,85","63,25","45,85","1,38","0,75","2,37","3,26","8,26","5,67","8,53","4,38","3,89","1,85","0,9","25,35"
"152,95","1195,5","13,42","24,52","46,27","35,11","73,91","133,66","1309,5","1,32","0,64","0,71","39,01","48,69","5,74","0,91",114,"0,87","19,57","0,85","0,92","0,58","0,55",1880,"0,64","0,52","5103,45","49,04","37,63","1,3","0,75","2,57","3,81","-9,95","-7,38","-9,95","5,26","1,48","1,67","3,08","18,94"
"151,54",1443,16,"26,52","55,42","33,66","62,47","144,5","1524,5","1,65","0,79","0,6","42,86","48,24","5,76","0,95","81,5","0,95","15,91","0,86","0,83","0,58","0,6",2150,"0,67","0,04","5860,77","53,01","36,22","1,46","0,74","2,19","3,95","9,78","6,29","10,08","5,17","3,71","0,65","0,28","21,59"
"169,1","1953,5","22,83","28,43","54,7","46,35","158,22","161,46","1987,5","1,18","0,86","0,83","49,87","53,82","6,74","0,98",34,"0,95","14,64","0,86","0,94","0,83","0,8",2688,"0,73","0,53","7964,79","56,75","47,98","1,18","0,79","3,28","4,01","10,83","7,66","-11,12","5,85","2,62","1,22","2,02","24,84"
"157,92","1757,5","21,21","25,95","50,7","45,43","128,6","153,03",1786,"1,12","0,89","0,87","47,3","50,27","6,64","0,98","28,5","0,97","14,19",1,"0,96","0,84","0,82",2500,"0,7","0,52","7235,06","50,96","44,67","1,14","0,79","3,71","4,17","12,33","-8,64","-12,25","6,7","0,75","0,76","0,15","23,7"
"161,78","1573,5","17,46","30,61","57,43","34,73","54,15","153,88","1615,5","1,65","0,76","0,61","44,76","51,5","5,91","0,97",42,"0,95","16,63","0,88","0,85","0,61","0,57",2392,"0,66","0,22","6265,84","61,22","36,64","1,67","0,73","2,08","3,33","8,06","5,34","8,5","4,24","4,82","1,39","0,82","22,8"
"161,54",1683,"18,68","29,17","56,92","38,92","163,29","154,5",1714,"1,46","0,81","0,66","46,29","51,42","6,14","0,98",31,"0,96","15,5","0,72","0,86","0,66","0,64",2337,"0,72","0,06","6959,55","58,31","39,22","1,49","0,76","2,37","3,62","9,19","6,14","9,55","4,89","3,7","1,29","0,36","23,44"
"135,15","1051,5","15,52","22,92","42,83","34,95","68,1","127,29","1130,5","1,23","0,72","0,73","36,59","43,02","5,59","0,93",79,"0,94","17,37","0,97","0,95","0,72","0,68",1482,"0,71","0,84","4703,69","45,61","33,69","1,35","0,77","3,39","3,31","8,48","6,4","9,22","4,54","1,42","1,79","1,25","18,51"
"160,37",1743,"20,25","26,02","50,39","44,71","29,75","153,65","1796,5","1,13","0,85","0,87","47,11","51,05","6,64","0,97","53,5","0,96","14,75","0,98","0,97","0,8","0,78",2352,"0,74","0,24","7077,97","51,26","44,37","1,16","0,79","3,37","3,56","10,73","8,03","-10,45","5,75","1,07","1,35","0,31","23,57"
"172,95","1402,5",13,"34,13","66,42","30,32","2,35","163,16",1572,"2,19","0,59","0,4","42,26","55,05","5,19","0,89","169,5","0,94","21,33","0,48","0,78","0,39","0,38",2277,"0,62","0,3","6326,08","68,26","31,07","2,2","0,61","1,55","2,56","6,13","4,12","-6,44","3,2","8,45","3,14","0,69","22,67"
"176,37",1235,"14,56","31,31","53,11","29,84","162,58","148,25",1389,"1,78","0,5","0,56","39,65","56,14","5,44","0,89",154,"0,84","25,19","0,52","0,89","0,55","0,46",1860,"0,66","0,51","4979,99","62,63","31,75","1,97","0,67","1,79","3,37","7,36","4,74","-9,86","3,79","6,49","1,17","3,3","19,87"
"134,71",1082,"13,6","26,74","50,4","28,04","156,07","129,31",1103,"1,8","0,75","0,54","37,12","42,88","5,23","0,98",21,"0,96","16,77","0,63","0,82","0,54","0,51",1632,"0,66","0,2","4439,32","53,49","32,51","1,65","0,72","1,96","3,6","8,44","5,46","-8,91","4,41","4,66","0,89","0,39","19,05"
"172,12","1839,5","17,72","30,54","62,72","40,01","158,04","164,58",1928,"1,57","0,78","0,6","48,4","54,79","6,11","0,95","88,5","0,96","16,11","0,84","0,84","0,57","0,58",2530,"0,73","0,21","7883,01","61,06","40,08","1,52","0,74","2,29","3,23","-8,9","-5,99","8,31","4,45","3,99","1,89","1,09","24,46"
"174,02",1908,"19,92","32,16","61,31","40,15","177,46","166,49",1952,"1,53","0,79","0,65","49,29","55,39","6,29","0,98",44,"0,96","15,87","0,66","0,86","0,65","0,62",2688,"0,71","0,21","7734,32","64,33",41,"1,57","0,75","2,27","3,51","9,68","6,96","-9,25","4,98","4,33","1,39","0,35","24,97"
"170,85",1985,"21,02","28,66","57,46","43,97","126,62","164,46","2048,5","1,31","0,85","0,77","50,27","54,38","6,63","0,97","63,5","0,96","14,71","0,94","0,91","0,73","0,73",2754,"0,72","0,34","7936,18","57,31","48,3","1,19","0,78","2,81","4,01","10,74","7,21","10,7","5,71","1,47","0,62","0,94","24,53"
"147,3","1429,5",17,"26,88","53,47","35,05","88,33","141,23","1455,5","1,53","0,83","0,64","42,66","46,89","5,83","0,98",26,"0,96","15,18","0,67","0,84","0,64","0,63",1944,"0,74","0,03","5887,73","53,76","36,5","1,47","0,76","2,39","3,96","9,73","6,36","10,4","5,16","3,32","0,78","0,31","21,56"
"176,61","2032,5","20,4","32,7","64,17","42,85","115,52","169,82",2068,"1,5","0,82","0,63","50,87","56,22","6,35","0,98","35,5","0,96","15,35","0,74","0,84","0,64","0,62",2745,"0,74","0,27",8638,"65,31","42,91","1,52","0,76","2,33","3,68","9,13","6,08","-9,39","4,82","4,26","1,31","0,49","25,77"
"142,37",1168,"13,6","27,9","54,44","27,86","142,96","135,92",1205,"1,95","0,72","0,5","38,56","45,32","5,23","0,97",37,"0,95","17,35","0,91","0,79","0,5","0,49",1932,"0,6","0,18","4764,55","55,8","28,89","1,93","0,7","1,88","3,62","8,23","5,22","9,17","4,27","4,56","0,3","2,24","19,09"
"184,61","2042,5","21,63","32,72","61,94","45,84","134,48","175,9",2126,"1,35","0,75","0,68",51,"58,76","6,48","0,96","83,5","0,95","16,69","0,93","0,9","0,7","0,66",3021,"0,68","0,44","8921,2","65,19","47,22","1,38","0,75","2,54","3,04","7,83","5,47","-8,33","4,19","4,95","1,75","4,86","25,17"
"161,54",1661,"19,42","29,68","59,66","39,28","133,5","155,56","1686,5","1,52","0,8","0,59","45,99","51,42","5,95","0,98","25,5","0,96","15,71","0,83","0,83","0,65","0,65",2236,"0,74","0,04","7362,04","59,36","41,03","1,45","0,76","2,45","3,27","8,3","5,7","-8,82","4,43","4,36","2,21","3,33","22,36"
"174,51",1709,"16,4",32,"65,13","35,44","64,8","164,53","1871,5","1,84","0,71","0,51","46,65","55,55","5,78","0,91","162,5","0,94","17,82","0,76","0,8","0,5","0,51",2655,"0,64","0,11","7250,89","64,01","36,33","1,76","0,69","1,88","3,44","8,11","5,28","-8,34","4,21","5,82","0,98","0,9","23,73"
"191,44","2008,5","18,44","32,05","58,29","50,09","88,23","178,43",2224,"1,16","0,69","0,75","50,57","60,94","6,62","0,9","215,5","0,93","18,25","0,83","0,97","0,63","0,58",3000,"0,67","0,71","9173,45","62,03","47,07","1,32","0,75","2,61","3,32","-9,21","-6,21","9,05","4,87","2,5","2,65","1,96","25,51"
"201,1","2191,5",20,"33,58","60,43","52,06","177,8",187,2448,"1,16","0,68","0,76","52,82","64,01","6,8","0,9","256,5","0,93","18,45","0,89","0,99","0,66","0,6",3410,"0,64","0,58","9882,92","64,26","50,99","1,26","0,75","2,74","3,22","-9,29","-6,1","8,71","4,72","3,81","2,76",2,"26,66"
"179,2",1992,"20,25","32,5","64,24","44,89","132,35","171,91",2045,"1,43","0,78","0,61","50,36","57,04","6,28","0,97",53,"0,96","16,12","0,88","0,85","0,63","0,62",2850,"0,7","0,04","9058,78",65,"45,27","1,44","0,76","2,55","3,12","8,68","6,44","-8,63","4,63","3,47","2,43","0,6","25,54"
"188,99",2025,"19,21","33,74","61,42","44,94","48,29","174,97",2145,"1,37","0,71","0,68","50,78","60,16","6,48","0,94",120,"0,93","17,64",1,"0,91","0,63","0,57",2809,"0,72","0,1","8670,98","67,48","44,5","1,52","0,75","2,39","3,12","-9,08","-6,21","10,17","5,01","2,61","3,16","2,14","25,08"
"179,2",1930,"18,87","33,46","67,2",38,"179,81","171,4","2019,5","1,77","0,76","0,54","49,57","57,04","6,05","0,96","89,5","0,96","16,64","0,6","0,81","0,56","0,56",2680,"0,72",0,"8022,39","66,91","41,47","1,61","0,72","2,01","3,46","8,23","5,34","9,14","4,34","5,54","1,31","0,63","25,23"
